name,brand,category,color,price,price_old,RAM,ROM,percent,rating,sold
HP Elitebook 630 G10 i7 1355U (873F2PA),HP,Laptop,Bạc,24190000.0,24190000.0,RAM 16 GB,SSD 512 GB,0,5,331
HP Envy X360 14 fa0050AU R5 8640HS (A29H8PA),HP,Laptop,Bạc,26590000.0,26590000.0,RAM 16 GB,SSD 512 GB,0,5,215
Lenovo ThinkBook 14 G6 i7 1355U (21KG00BQVN),Lenovo,Laptop,Xám,21090000.0,21090000.0,RAM 16 GB,SSD 512 GB,0,5,93
MSI Prestige 13 AI Evo A1MG Ultra 7 155H (062VN),MSI,Laptop,Xám,33690000.0,33690000.0,RAM 32 GB,SSD 1 TB,0,5,65
Dell Inspiron 15 3530 i7 1355U (71043888),Dell,Laptop,Bạc,21490000.0,21490000.0,RAM 16 GB,SSD 512 GB,0,5,1100
Dell Vostro 3530 i5 1335U (80GG93),Dell,Laptop,Xám,18490000.0,18490000.0,RAM 16 GB,SSD 512 GB,0,4.9,1500
Lenovo Ideapad 1 15ALC7 R7 5700U (82R400C1VN),Lenovo,Laptop,Xám,12590000.0,12590000.0,RAM 16 GB,SSD 512 GB,0,4.9,3600
Acer Aspire 5 A515 58M 79R7 i7 13620H (NX.KQ8SV.007),Acer,Laptop,Xám,18290000.0,18290000.0,RAM 16 GB,SSD 512 GB,0,4.9,347
Asus TUF Gaming A15 FA507NVR R7 7435HS (LP007W),Asus,Laptop,Xám,26690000.0,26690000.0,RAM 16 GB,SSD 512 GB,0,5,212
Asus TUF Gaming F15 FX507ZC4 i5 12500H (HN229W),Asus,Laptop,Xám,22690000.0,22690000.0,RAM 16 GB,SSD 1 TB,0,4.9,2800
HP Gaming VICTUS 16 s0078AX R5 7640HS (8C5N7PA),HP,Laptop,Đen,20690000.0,20690000.0,RAM 16 GB,SSD 512 GB,0,5,172
Acer Gaming Nitro 5 Tiger AN515 58 769J i7 12700H (NH.QFHSV.003),Acer,Laptop,Đen,21490000.0,21490000.0,RAM 8 GB,SSD 512 GB,0,4.9,2100
MSI Gaming Cyborg 14 A13VE i7 13620H (090VN),MSI,Laptop,Đen,27190000.0,27190000.0,RAM 16 GB,SSD 512 GB,0,5,80
HP Pavilion 16 af0053TU Ultra 7 155U (AY8C2PA),HP,Laptop,Bạc,26390000.0,26390000.0,RAM 16 GB,SSD 512 GB,0,0,0
Dell Vostro 3520 i5 1235U (71030559),Dell,Laptop,Xám,16490000.0,16490000.0,RAM 16 GB,SSD 512 GB,0,4.9,2400
Acer Gaming Aspire 5 A515 58GM 53PZ i5 13420H (NX.KQ4SV.008),Acer,Laptop,Xám,16190000.0,16190000.0,RAM 8 GB,SSD 512 GB,0,4.9,1200
Asus TUF Gaming F15 FX507ZC4 i7 12700H (HNi7MW),Asus,Laptop,Xám,23190000.0,23190000.0,RAM 16 GB,SSD 512 GB,0,5,185
Lenovo ThinkPad E14 Gen 6 Ultra 5 125U (21M7004LVN),Lenovo,Laptop,Đen,25690000.0,25690000.0,RAM 32 GB,SSD 1 TB,0,5,86
Lenovo ThinkPad E14 Ultra 7 155H (21M70051VN),Lenovo,Laptop,Đen,32290000.0,32290000.0,RAM 32 GB,SSD 1 TB,0,5,19
Dell Inspiron 16 5640 Core 7 150U (KHPF5),Dell,Laptop,Xanh Dương,26990000.0,26990000.0,RAM 16 GB,SSD 1 TB,0,5,313
Acer Gaming Nitro V ANV15 51 53NE i5 13420H (NH.QNASV.002),Acer,Laptop,Đen,20690000.0,20690000.0,RAM 16 GB,SSD 512 GB,0,5,780
Asus Vivobook S 15 S5507QA X1E 78 100 (MA090WS),Asus,Laptop,Bạc,28990000.0,28990000.0,RAM 32 GB,SSD 1 TB,0,5,23
HP Gaming VICTUS 16 r0130TX i5 13500H (8C5N5PA),HP,Laptop,Đen,23190000.0,23190000.0,RAM 16 GB,SSD 512 GB,0,4.9,365
MSI Modern 14 C13M i5 1335U (611VN),MSI,Laptop,Bạc,14190000.0,14190000.0,RAM 16 GB,SSD 512 GB,0,5,496
HP 240 G9 i5 1235U (6L1Y2PA),HP,Laptop,Bạc,12690000.0,12690000.0,RAM 8 GB,SSD 512 GB,0,4.9,3300
HP Envy x360 14 fc0094TU Ultra 5 125U (A19C4PA),HP,Laptop,Bạc,26190000.0,26190000.0,RAM 16 GB,SSD 512 GB,0,5,448
MSI Gaming Katana A15 AI B8VG R7 8845HS (465VN),MSI,Laptop,Đen,32690000.0,32690000.0,RAM 16 GB,SSD 1 TB,0,5,19
MSI Gaming Thin 15 B13UCX i5 13420H (2080VN),MSI,Laptop,Xám,16690000.0,16690000.0,RAM 16 GB,SSD 512 GB,0,5,168
Dell Inspiron 15 3530 i5 1334U (71043885),Dell,Laptop,Bạc,18490000.0,18490000.0,RAM 16 GB,SSD 512 GB,0,5,694
Dell Inspiron 15 3530 i5 1334U (P16WD2),Dell,Laptop,Đen,18490000.0,18490000.0,RAM 16 GB,SSD 512 GB,0,5,239
Dell Inspiron 15 3530 i7 1355U (71026454),Dell,Laptop,Đen,21490000.0,21490000.0,RAM 16 GB,SSD 512 GB,0,4.9,1000
Lenovo IdeaPad 5 2in1 14IRH9 i5 13420H (83KX003WVN),Lenovo,Laptop,Xám,21690000.0,21690000.0,RAM 16 GB,SSD 512 GB,0,5,73
Lenovo Ideapad Slim 5 15IRU9 Core 5 120U (83D0000EVN),Lenovo,Laptop,Xám,17590000.0,17590000.0,RAM 16 GB,SSD 512 GB,0,5,682
Acer Swift Lite 14 AI SFL14 51M 56HS Ultra 5 125U (NX.J1HSV.002),Acer,Laptop,Bạc,18990000.0,18990000.0,RAM 16 GB,SSD 512 GB,0,5,196
Acer Aspire Lite AL16 51P 596H i5 1235U (NX.KWZSV.002),Acer,Laptop,Xám,12690000.0,12690000.0,RAM 8 GB,SSD 512 GB,0,5,704
Asus Vivobook S 14 S5406SA Ultra 5 226V (PP060WS),Asus,Laptop,Xanh Dương,25490000.0,25490000.0,RAM 16 GB,SSD 512 GB,0,5,41
Asus Vivobook 14X OLED K3405VC i5 13500H (KM006W),Asus,Laptop,Bạc,24490000.0,24490000.0,RAM 16 GB,SSD 512 GB,0,4.9,924
Lenovo IdeaPad Slim 5 OLED 14IRH10 i5 13420H (83HR005YVN),Lenovo,Laptop,Xám,20490000.0,20490000.0,RAM 16 GB,SSD 1 TB,0,5,19
Dell G15 5530 i7 13650HX (i7HX161W11GR4060),Dell,Laptop,N/A,0,0,RAM 16 GB,SSD 1 TB,0,5,62
Dell Inspiron 15 3530 i5 1334U (N5I5340W1),Dell,Laptop,Bạc,17990000.0,17990000.0,RAM 16 GB,SSD 512 GB,0,5,1300
Lenovo IdeaPad Slim 5 14IMH9 Ultra 7 155H (83DA0020VN),Lenovo,Laptop,Xám,26990000.0,26990000.0,RAM 32 GB,SSD 1 TB,0,4.9,241
Dell Vostro 15 3520 i5 1235U (5M2TT2),Dell,Laptop,Xám,13990000.0,13990000.0,RAM 8 GB,SSD 512 GB,0,4.9,2300
HP Pavilion 15 eg3095TU i5 1335U (8C5L6PA),HP,Laptop,Bạc,16790000.0,16790000.0,RAM 8 GB,SSD 512 GB,0,5,441
Acer Swift Go 14 AI SFG14 73 53X7 Ultra 5 125H (NX.KSLSV.001),Acer,Laptop,Bạc,22990000.0,22990000.0,RAM 16 GB,SSD 512 GB,0,5,108
Asus TUF Gaming A15 FA506NC R5 7535HS (HN017W),Asus,Laptop,Đen,19190000.0,19190000.0,RAM 16 GB,SSD 512 GB,0,5,1300
HP Envy X360 14 fa0048AU R7 8840HS (A19BQPA),HP,Laptop,Bạc,28290000.0,28290000.0,RAM 16 GB,SSD 512 GB,0,5,93
Asus Vivobook S 14 OLED S5406MA Ultra 5 125H (PP136W),Asus,Laptop,Xanh Dương,24690000.0,24690000.0,RAM 16 GB,SSD 1 TB,0,4.9,595
Dell Vostro 15 3520 i5 1235U (V5I5610W1),Dell,Laptop,Xám,14490000.0,14490000.0,RAM 8 GB,SSD 512 GB,0,4.9,997
MSI Gaming Katana A15 AI B8VF R7 8845HS (419VN),MSI,Laptop,Đen,28690000.0,28690000.0,RAM 16 GB,SSD 512 GB,0,5,36
Dell Inspiron 15 3520 i5 1235U (71027003),Dell,Laptop,Đen,13990000.0,13990000.0,RAM 8 GB,SSD 512 GB,0,4.9,1800
HP Envy x360 14 fc0089TU Ultra 7 155U (A19BZPA),HP,Laptop,Xanh,30190000.0,30190000.0,RAM 16 GB,SSD 512 GB,0,5,192
Dell Inspiron 15 3520 i5 1235U (71043883),Dell,Laptop,Bạc,15990000.0,15990000.0,RAM 16 GB,SSD 512 GB,0,5,1400
Lenovo ThinkBook 16 G7 Ultra 7 155U (21MS007HVN),Lenovo,Laptop,Xám,29090000.0,29090000.0,RAM 32 GB,SSD 1 TB,0,5,28
Lenovo Yoga Slim 7 14IMH9 Ultra 7 155H (83CV001VVN),Lenovo,Laptop,Xám,30490000.0,30490000.0,RAM 32 GB,SSD 1 TB,0,5,124
HP Probook 450 G10 i7 1355U (9H8H1PT),HP,Laptop,Bạc,24490000.0,24490000.0,RAM 16 GB,SSD 512 GB,0,5,87
Asus Zenbook S 14 UX5406SA Ultra 7 258V (PV140WS),Asus,Laptop,Trắng,41990000.0,41990000.0,RAM 32 GB,SSD 1 TB,0,5,36
HP Probook 460 G11 Ultra 5 125U (A74BTPT),HP,Laptop,Bạc,21490000.0,21490000.0,RAM 16 GB,SSD 512 GB,0,5,56
Asus ROG Strix G16 G614JU i7 13650HX (N3509W),Asus,Laptop,Xám,35790000.0,35790000.0,RAM 32 GB,SSD 1 TB,0,5,72
Acer Gaming Nitro V ANV15 51 57B2 i5 13420H (NH.QN8SV.001),Acer,Laptop,Đen,22990000.0,22990000.0,RAM 8 GB,SSD 512 GB,0,5,230
HP Probook 450 G10 i5 1335U (9H1N5PT),HP,Laptop,Bạc,20190000.0,20190000.0,RAM 16 GB,SSD 512 GB,0,5,180
Acer Swift Go 14 AI SFG14 73 71ZX Ultra 7 155H (NX.KSLSV.002),Acer,Laptop,Bạc,25790000.0,25790000.0,RAM 16 GB,SSD 512 GB,0,5,70
MSI Gaming Katana A15 AI B8VE R7 8845HS (402VN),MSI,Laptop,Đen,28990000.0,28990000.0,RAM 16 GB,SSD 512 GB,0,5,3
MSI Gaming Cyborg 15 AI A1VEK Ultra 7 155H (053VN),MSI,Laptop,Đen,30990000.0,30990000.0,RAM 16 GB,SSD 512 GB,0,5,17
Lenovo IdeaPad Slim 5 14Q8X9 X1P 42 100 (83HL000KVN),Lenovo,Laptop,Xám,20090000.0,20090000.0,RAM 16 GB,SSD 512 GB,0,0,0
Dell Inspiron 15 3530 i7 1355U (N5I7301W1),Dell,Laptop,Đen,21490000.0,21490000.0,RAM 16 GB,SSD 512 GB,0,5,980
Acer Gaming Nitro AN515 58 773Y i7 12700H (NH.QFKSV.001.16G),Acer,Laptop,Đen,21990000.0,21990000.0,RAM 16 GB,SSD 512 GB,0,5,824
Lenovo Gaming Legion 5 16IRX9 i7 14650HX (83DG0051VN),Lenovo,Laptop,Xám,40690000.0,40690000.0,RAM 16 GB,SSD 1 TB,0,5,66
Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX (83DF0047VN),Lenovo,Laptop,Xám,44590000.0,44590000.0,RAM 32 GB,SSD 1 TB,0,5,83
Asus Vivobook S 14 S5406SA Ultra 7 258V (PP059WS),Asus,Laptop,Xanh Dương,31490000.0,31490000.0,RAM 32 GB,SSD 1 TB,0,5,13
Asus Zenbook 14 UX3405CA Ultra 5 225H (PZ187WS),Asus,Laptop,Xanh Dương,29990000.0,29990000.0,RAM 16 GB,SSD 512 GB,0,5,24
Dell G15 5530 i9 13900HX (i9HX161W11GR4060),Dell,Laptop,Xám,40990000.0,40990000.0,RAM 16 GB,SSD 1 TB,0,5,89
Dell Latitude 3440 i7 1355U (71038103),Dell,Laptop,Xám,23990000.0,23990000.0,RAM 16 GB,SSD 512 GB,0,5,118
HP VICTUS 16 r0127TX i7 13700H (8C5N2PA),HP,Laptop,Đen,34290000.0,34290000.0,RAM 16 GB,SSD 512 GB,0,5,42
MSI Creator Z17 HX Studio A14VGT i7 14700HX (272VN),MSI,Laptop,Xám,71990000.0,71990000.0,RAM 32 GB,SSD 2 TB,0,0,1
Acer Swift AI SF14 51 53P9 Ultra 5 226V (NX.J2KSV.002),Acer,Laptop,Xanh,34990000,34990000,RAM 16 GB,SSD 1 TB,0,5,3
Lenovo ThinkBook 14 Ultra 7 155U (21MR0072VN),Lenovo,Laptop,Xám,26190000.0,26190000.0,RAM 16 GB,SSD 512 GB,0,5,41
Dell Inspiron 7440 Core 7 150U (N7440-C7U161W11IBU),Dell,Laptop,Xanh Dương,30990000.0,30990000.0,RAM 16 GB,SSD 1 TB,0,5,154
Dell Inspiron 14 5440 Core 7 150U (N4I7204W1),Dell,Laptop,Xanh Dương,24990000.0,24990000.0,RAM 16 GB,SSD 512 GB,0,5,597
Asus Zenbook 14 OLED UM3406KA R7 AI 350 (PP555WS),Asus,Laptop,Đen,29490000.0,29490000.0,RAM 32 GB,SSD 512 GB,0,5,47
Asus TUF Gaming F15 FX507VU i7 13620H (LP167W),Asus,Laptop,Xám,27190000.0,27190000.0,RAM 16 GB,SSD 512 GB,0,4.9,932
Acer Nitro V 16 ProPanel ANV16 41 R6ZY R5 8645HS (NH.QP2SV.002),Acer,Laptop,Xám,23990000.0,23990000.0,RAM 16 GB,SSD 512 GB,0,5,13
Dell Inspiron 16 5640 Core 7 150U (N6I7512W1),Dell,Laptop,Xanh Dương,32490000.0,32490000.0,RAM 16 GB,SSD 1 TB,0,5,34
Lenovo V14 Core 5 120U (83HD0001VN),Lenovo,Laptop,Xám,18190000.0,18190000.0,RAM 16 GB,SSD 512 GB,0,5,55
Dell Inspiron 15 3530 i5 1335U (N3530-i5U085W11BLU),Dell,Laptop,Đen,16990000.0,16990000.0,RAM 8 GB,SSD 512 GB,0,4.9,1100
MSI Creator M16 HX C14VFG i7 14700HX (040VN),MSI,Laptop,Xám,45990000.0,45990000.0,RAM 32 GB,SSD 1 TB,0,5,23
Lenovo Thinkpad X13 Ultra 5 125U (21LU004NVN),Lenovo,Laptop,Đen,33990000.0,33990000.0,RAM 16 GB,SSD 512 GB,0,5,6
Dell Inspiron 7440 Core 5 120U (N4I5006W1),Dell,Laptop,Xanh Dương,28490000.0,28490000.0,RAM 16 GB,SSD 1 TB,0,5,49
Dell Vostro 15 3520 i5 1235U (V3520-i5U165W11GRU),Dell,Laptop,Xám,16490000.0,16490000.0,RAM 16 GB,SSD 512 GB,0,4.9,1200
Lenovo Ideapad Slim 5 14IMH9 Ultra 7 155H (83DA001YVN),Lenovo,Laptop,Xám,25990000.0,25990000.0,RAM 32 GB,SSD 512 GB,0,5,85
Lenovo ThinkBook 14 G7 Ultra 7 155U (21MR0070VN),Lenovo,Laptop,Xám,28790000.0,28790000.0,RAM 32 GB,SSD 1 TB,0,5,28
Asus Vivobook 16 M1607KA R7 AI 350 (MB091WS),Asus,Laptop,Bạc,20990000,20990000,RAM 16 GB,SSD 512 GB,0,5,16
Asus ROG Strix G16 G614JV i7 13650HX (N3515W),Asus,Laptop,Xám,37690000,37690000,RAM 32 GB,SSD 1 TB,0,5,70
MSI Cyborg 15 A13VFK i7 13620H (876VN),MSI,Laptop,Đen,29990000.0,29990000.0,RAM 16 GB,SSD 512 GB,0,5,6
Acer Swift AI SF14 51 75VP Ultra 7 258V (NX.J2KSV.001),Acer,Laptop,Xanh,39990000.0,39990000.0,RAM 32 GB,SSD 1 TB,0,0,1
Dell Inspiron 15 3530 i5 1334U (N5I5530W1),Dell,Laptop,Bạc,18490000.0,18490000.0,RAM 16 GB,SSD 512 GB,0,5,8
Lenovo IdeaPad Slim 5 14IMH9 Ultra 5 125H (83DA001NVN),Lenovo,Laptop,Xám,22190000.0,22190000.0,RAM 16 GB,SSD 512 GB,0,5,163
Lenovo Gaming LOQ 15ARP9 R7 7435HS (83JC003YVN),Lenovo,Laptop,Xám,29190000.0,29190000.0,RAM 24 GB,SSD 512 GB,0,5,27
Asus Vivobook 15 X1504VA i7 1355U (NJ023W),Asus,Laptop,Bạc,20290000.0,20290000.0,RAM 16 GB,SSD 512 GB,0,4.9,1700
Asus TUF Gaming A15 FA506NF R5 7535HS (HN012W),Asus,Laptop,Đen,17690000.0,17690000.0,RAM 16 GB,SSD 512 GB,0,4.9,3200
Lenovo Gaming Legion Pro 5 16IRX9 i9 14900HX (83DF0046VN),Lenovo,Laptop,Xám,52690000.0,52690000.0,RAM 32 GB,SSD 1 TB,0,5,39
Lenovo ThinkBook 16 G7 Ultra 5 125U (21MS007GVN),Lenovo,Laptop,Xám,22190000.0,22190000.0,RAM 16 GB,SSD 512 GB,0,5,90
MSI Titan 18 HX AI A2XWIG Ultra 9 285HX (090VN),MSI,Laptop,Đen,149990000,149990000,RAM 64 GB,SSD 6 TB,0,0,0
Dell Vostro 15 3520 i5 1235U (i5U165W11GRU),Dell,Laptop,Xám,16490000.0,16490000.0,RAM 16 GB,SSD 512 GB,0,5,1500
Dell XPS 13 9340 Ultra 7 155H (HXRGT),Dell,Laptop,Bạc,53990000.0,53990000.0,RAM 16 GB,SSD 1 TB,0,5,51
Asus Zenbook 14 OLED UX3405MA Ultra 9 185H (PP475W),Asus,Laptop,Xanh Dương,33990000.0,33990000.0,RAM 32 GB,SSD 1 TB,0,4.9,229
Asus Zenbook 14 UX3405CA Ultra 7 255H (PZ368WS),Asus,Laptop,Xanh Dương,31990000.0,31990000.0,RAM 16 GB,SSD 512 GB,0,5,12
HP OMEN 16 xf0071AX R7 7840HS (8W946PA),HP,Laptop,Đen,50190000.0,50190000.0,RAM 32 GB,SSD 1 TB,0,5,3
Lenovo ThinkPad E14 Gen 6 Ultra 7 155U (21M7004UVN),Lenovo,Laptop,Đen,28290000.0,28290000.0,RAM 16 GB,SSD 512 GB,0,5,125
Lenovo ThinkPad E16 Ultra 7 155H (21MA004PVN),Lenovo,Laptop,Đen,33890000.0,33890000.0,RAM 32 GB,SSD 1 TB,0,5,51
MSI Raider 18 HX AI A2XWIG Ultra 9 285HX (033VN),MSI,Laptop,Đen,129990000.0,129990000.0,RAM 64 GB,SSD 4 TB,0,0,0
Asus Zenbook A14 UX3407QA X1 26 100 (QD299WS),Asus,Laptop,Màu be,28490000.0,28490000.0,RAM 16 GB,SSD 512 GB,0,5,25
Asus Vivobook S 16 M5606KA R7 AI 350 (RI016WS),Asus,Laptop,Đen,29490000.0,29490000.0,RAM 24 GB,SSD 512 GB,0,0,1
Lenovo Gaming Legion Slim 5 16AHP9 R7 8845HS (83DH003BVN),Lenovo,Laptop,Xám,40090000.0,40090000.0,RAM 32 GB,SSD 1 TB,0,5,11
MSI Stealth 18 HX AI A2XWIG Ultra 9 275HX (017VN),MSI,Laptop,Đen,99990000.0,99990000.0,RAM 32 GB,SSD 2 TB,0,0,1
Asus Zenbook DUO UX8406CA Ultra 9 285H (PZ109WS),Asus,Laptop,Xám,56990000.0,56990000.0,RAM 32 GB,SSD 1 TB,0,0,2
Asus TUF Gaming Dash F15 FX517ZE i5 12450H (HN045W),Asus,Laptop,Đen,21690000.0,21690000.0,RAM 8 GB,SSD 512 GB,0,4.9,413
Asus Vivobook 15 X1504VA i5 1335U (NJ025W),Asus,Laptop,Bạc,15690000.0,15690000.0,RAM 8 GB,SSD 512 GB,0,4.9,2900
Lenovo V15 G5 IRL Core 5 120U (83HF0000VN),Lenovo,Laptop,Xám,18390000.0,18390000.0,RAM 16 GB,SSD 512 GB,0,5,37
MSI Prestige 13 AI+ A2VMG Ultra 7 258V (040VN),MSI,Laptop,Xám,38990000.0,38990000.0,RAM 32 GB,SSD 1 TB,0,0,0
MSI Vector 16 HX AI A2XWIG Ultra 9 275HX (062VN),MSI,Laptop,Xám,74990000.0,74990000.0,RAM 16 GB,SSD 1 TB,0,0,0
Lenovo Yoga Pro 7 14ASP9 R9 AI 365 (83HN0022VN),Lenovo,Laptop,Xám,39390000.0,39390000.0,RAM 32 GB,SSD 1 TB,0,0,1
Asus TUF Gaming A15 FA507NV R7 7735HS (LP031W),Asus,Laptop,Xám,27690000.0,27690000.0,RAM 16 GB,SSD 512 GB,0,4.9,751
Asus TUF Gaming A15 FA507NU R5 7535HS (LP105W),Asus,Laptop,Xám,23690000.0,23690000.0,RAM 16 GB,SSD 512 GB,0,4.9,1000
MSI Prestige 16 AI+ B2VMG Ultra 9 288V (016VN),MSI,Laptop,Xám,45990000.0,45990000.0,RAM 32 GB,SSD 1 TB,0,0,0
Dell XPS 13 9340 Ultra 7 155H (HXRGT2),Dell,Laptop,Đen,54990000.0,54990000.0,RAM 16 GB,SSD 1 TB,0,5,16
MacBook Pro 14 inch M4 16GB/512GB,MacBook,Laptop,Đen,39590000.0,39590000.0,RAM 16 GB,SSD 512 GB,0,5,767
MacBook Air 15 inch M4 16GB/256GB,MacBook,Laptop,Xanh đen,31990000.0,31990000.0,RAM 16 GB,SSD 256 GB,0,5,81
MacBook Pro 14 inch M4 Pro 24GB/512GB,MacBook,Laptop,Đen,49390000.0,49390000.0,RAM 24 GB,SSD 512 GB,0,5,433
MacBook Pro 14 inch M4 Pro 24GB/1TB,MacBook,Laptop,Bạc,54990000.0,54990000.0,RAM 24 GB,SSD 1 TB,0,5,141
MacBook Air 13 inch M4 24GB/256GB,MacBook,Laptop,Vàng,31990000.0,31990000.0,RAM 24 GB,SSD 256 GB,0,5,13
HP Envy X360 14 fc0153TU Ultra 7 155U (AY8V4PA),HP,Laptop,Xanh,33190000.0,33190000.0,RAM 32 GB,SSD 512 GB,0,5,18
MacBook Pro 14 inch M4 Pro 48GB/1TB,MacBook,Laptop,Đen,64990000.0,64990000.0,RAM 48 GB,SSD 1 TB,0,5,78
MacBook Pro 16 inch M4 Pro 24GB/512GB,MacBook,Laptop,Bạc,64490000.0,64490000.0,RAM 24 GB,SSD 512 GB,0,5,69
MacBook Pro 14 inch M4,MacBook,Laptop,Đen,44990000.0,44990000.0,RAM 16 GB,SSD 1 TB,0,5,37
MacBook Pro 16 inch M4 Pro 48GB/512GB,MacBook,Laptop,Đen,74490000.0,74490000.0,RAM 48 GB,SSD 512 GB,0,5,20
MacBook Pro 14 inch Nano M4 Pro 24GB/512GB,MacBook,Laptop,Đen,52390000.0,52390000.0,RAM 24 GB,SSD 512 GB,0,5,91
MacBook Pro 14 inch Nano M4 16GB/512GB,MacBook,Laptop,Đen,42590000.0,42590000.0,RAM 16 GB,SSD 512 GB,0,5,167
Dell Latitude 5350 Ultra 7 165U (L5350-165U-16512W),Dell,Laptop,Xám,29990000.0,29990000.0,RAM 16 GB,SSD 512 GB,0,5,5
MacBook Pro 16 inch M4 Max 36GB/1TB,MacBook,Laptop,Đen,87990000.0,87990000.0,RAM 36 GB,SSD 1 TB,0,5,18
HP Elitebook 630 G10 i5 1335U (9J0B5PT),HP,Laptop,Bạc,23290000.0,23290000.0,RAM 16 GB,SSD 512 GB,0,5,45
Samsung Galaxy Chromebook Go XE340XDA N4500,Samsung,Laptop,Bạc,8990000.0,8990000.0,RAM 4 GB,eMMC 32 GB,0,5,41
Samsung Galaxy Chromebook Go XE310XDA N4500,Samsung,Laptop,Bạc,7990000.0,7990000.0,RAM 4 GB,eMMC 32 GB,0,5,42
MacBook Pro 16 inch M4 Pro 24GB/1TB,MacBook,Laptop,Bạc,69490000.0,69490000.0,RAM 24 GB,SSD 1 TB,0,5,34
MacBook Air 13 inch M2 24GB/512GB,MacBook,Laptop,Bạc,30790000.0,30790000.0,RAM 24 GB,SSD 512 GB,0,5,26
MacBook Pro 14 inch Nano M4 Max 36GB/1TB,MacBook,Laptop,Đen,82090000.0,82090000.0,RAM 36 GB,SSD 1 TB,0,5,20
Dell Latitude 5450 Ultra 5 125U (L5450-125U-16512W),Dell,Laptop,Xám,24990000.0,24990000.0,RAM 16 GB,SSD 512 GB,0,5,5
Lenovo IdeaPad Slim 3 14IRH10 i5 13420H (83K0000AVN),Lenovo,Laptop,Xám,17190000.0,17190000.0,RAM 24 GB,SSD 512 GB,0,0,1
HP OmniBook Ultra Flip 14 fh0038TU Ultra 9 288V (B2CP4PA),HP,Laptop,Xanh,57090000.0,57090000.0,RAM 32 GB,SSD 1 TB,0,0,2
HP Elitebook 635 Aero G11 R7 8840HS (A8WS7PT),HP,Laptop,Bạc,26990000.0,26990000.0,RAM 16 GB,SSD 512 GB,0,5,5
Lenovo IdeaPad Slim 3 15IRH10 i7 13620H (83K1000JVN),Lenovo,Laptop,Xám,19190000.0,19190000.0,RAM 16 GB,SSD 512 GB,0,0,2
GIGABYTE G6 KF RC56 i7 13620H (9RC56KF0HJJANIVN000),GIGABYTE,Laptop,Đen,27490000.0,27490000.0,RAM 16 GB,SSD 1 TB,0,5,3
Asus Vivobook S 16 S5606CA Ultra 7 255H (RI115WS),Asus,Laptop,Xanh Dương,32990000.0,32990000.0,RAM 32 GB,SSD 1 TB,0,5,5
HP OmniBook X 14 fe1010QU X1P 42 100 (B53KBPA),HP,Laptop,Bạc,31090000.0,31090000.0,RAM 16 GB,SSD 512 GB,0,0,2
Asus ROG Strix SCAR 18 G835LW Ultra 9 275HX (SA172W),Asus,Laptop,Đen,121990000.0,121990000.0,RAM 64 GB,SSD 4 TB,0,0,0
Dell Inspiron 14 5430 i5 1340P (N5430-i5P165W11SL2050),Dell,Laptop,Bạc,27490000.0,27490000.0,RAM 16 GB,SSD 512 GB,0,5,75
HP Elitebook 630 G10 i7 1355U (9J0B7PT),HP,Laptop,Bạc,25990000.0,25990000.0,RAM 16 GB,SSD 512 GB,0,5,28
HP OMEN 16 xf0070AX R9 7940HS (8W945PA),HP,Laptop,Đen,62890000.0,62890000.0,RAM 32 GB,SSD 1 TB,0,5,5
Dell Inspiron 15 3530 i7 1355U (N5I7240W1),Dell,Laptop,Đen,21490000.0,21490000.0,RAM 16 GB,SSD 512 GB,0,0,0
HP Elitebook X360 830 G11 Ultra 5 135U (A7RB9PT),HP,Laptop,Bạc,40790000.0,40790000.0,RAM 16 GB,SSD 512 GB,0,0,1
HP Elitebook X360 830 G11 Ultra 7 165U (A7RC0PT),HP,Laptop,Bạc,45290000.0,45290000.0,RAM 16 GB,SSD 512 GB,0,0,1
HP Envy X360 14 fa0097AU R5 8640HS (AY8U7PA),HP,Laptop,Bạc,26690000.0,26690000.0,RAM 16 GB,SSD 512 GB,0,0,2
MacBook Pro 14 inch M4 Pro,MacBook,Laptop,Đen,59990000.0,59990000.0,RAM 48 GB,SSD 512 GB,0,5,68
HP OMEN Transcend 14 fb0135TX Ultra 7 155H (AY8V1PA),HP,Laptop,Trắng,58990000,58990000,RAM 16 GB,SSD 1 TB,0,0,0
Lenovo IdeaPad 5 2in1 14Q8X9 X1P 42 100 (83GH001FVN),Lenovo,Laptop,Xám,23990000.0,23990000.0,RAM 16 GB,SSD 512 GB,0,0,2
Lenovo ThinkPad E14 Ultra 7 155H (21M7004YVN),Lenovo,Laptop,Đen,27890000.0,27890000.0,RAM 16 GB,SSD 512 GB,0,5,5
Apple MacBook Pro 16 inch Nano M4 Pro 24GB/512GB,MacBook,Laptop,Đen,68490000.0,68490000.0,RAM 24 GB,SSD 512 GB,0,5,12
Lenovo IdeaPad Slim 5 14IMH9 Ultra 5 125H (83DA006TVN),Lenovo,Laptop,Xám,23690000.0,23690000.0,RAM 16 GB,SSD 1 TB,0,0,0
Lenovo Yoga Pro 7 14IMH9 Ultra 7 155H (83E2006MVN),Lenovo,Laptop,Xám,46290000.0,46290000.0,RAM 32 GB,SSD 1 TB,0,0,1
Lenovo Yoga Slim 7 15ILL9 Ultra 7 258V (83HM000GVN),Lenovo,Laptop,Xám,41690000.0,41690000.0,RAM 32 GB,SSD 1 TB,0,0,0
